pk_cnae;nu_ordem_1;nu_ordem_2;nu_ordem_3;nu_ordem_4;nu_ordem_5;cd_ramo_atividade_1;cd_ramo_atividade_2;cd_ramo_atividade_3;cd_ramo_atividade_4;cd_ramo_atividade_5;de_ramo_atividade_1;de_ramo_atividade_2;de_ramo_atividade_3;de_ramo_atividade_4;de_ramo_atividade_5
2587;0;1;2;3;4;1340501;1412601;1412603;4642701;4781400;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;ESTAMPARIA E TEXTURIZACAO EM FIOS TECIDOS ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS
2585;0;1;2;;;4723700;5611202;8230002;;;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;CASAS DE FESTAS E EVENTOS;COMERCIO VAREJISTA DE BEBIDAS;;
2586;0;1;;;;4771702;4771703;;;;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS COM MANIPULACAO DE FORMULAS;;;
2588;0;1;2;;;0111302;0119905;0151202;;;CRIACAO DE BOVINOS PARA LEITE;CULTIVO DE FEIJAO;CULTIVO DE MILHO;;
2590;0;1;;;;5620104;7911200;;;;AGENCIAS DE VIAGENS;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;;;
2589;0;1;2;3;4;7220700;9001901;9001902;9001903;9493600;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS SOCIAIS E HUMANAS;PRODUCAO DE ESPETACULOS DE DANCA;PRODUCAO MUSICAL;PRODUCAO TEATRAL
2584;0;1;2;;;4541205;4731800;4732600;;;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE LUBRIFICANTES;;
2580;0;1;2;3;4;1622699;4321500;4322301;4330403;4399103;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;OBRAS DE ALVENARIA
2579;0;1;2;3;4;4921301;4924800;4929902;4929904;7912100;OPERADORES TURISTICOS;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE ESCOLAR;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO MUNICIPAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL
2581;0;1;2;3;4;4712100;4722901;4723700;4744099;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS
2583;0;1;2;3;;4530705;4731800;4732600;4784900;;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;COMERCIO VAREJISTA DE LUBRIFICANTES;
2582;0;1;2;;;8630501;8630503;9602502;;;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;;
2599;0;1;;;;4721104;4729601;;;;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;TABACARIA;;;
2596;0;1;2;3;4;6201501;6311900;6319400;9511800;9521500;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;PORTAIS PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;TRATAMENTO DE DADOS PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
2597;0;1;2;3;;4520001;4520002;4520005;4530703;;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;
2600;0;1;2;3;4;6920602;7020400;8550302;8599605;8660700;ATIVIDADES DE APOIO A EDUCACAO EXCETO CAIXAS ESCOLARES;ATIVIDADES DE APOIO A GESTAO DE SAUDE;ATIVIDADES DE CONSULTORIA E AUDITORIA CONTABIL E TRIBUTARIA;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;CURSOS PREPARATORIOS PARA CONCURSOS
2598;0;1;2;3;4;4751200;6190699;8599603;9001906;9511800;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;TREINAMENTO EM INFORMATICA
2591;0;1;2;3;;1813099;4751200;7733100;9511800;;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;IMPRESSAO DE MATERIAL PARA OUTROS USOS;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;
2595;0;1;2;3;;0111302;0151201;0151202;0151203;;CRIACAO DE BOVINOS PARA CORTE;CRIACAO DE BOVINOS PARA LEITE;CRIACAO DE BOVINOS EXCETO PARA CORTE E LEITE;CULTIVO DE MILHO;
2593;0;1;2;3;;4642702;8599601;8599604;8599699;;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO;FORMACAO DE CONDUTORES;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;
2592;0;1;2;3;4;2539001;4723700;4784900;4930204;5320202;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;SERVICOS DE ENTREGA RAPIDA;SERVICOS DE USINAGEM TORNEARIA E SOLDA;TRANSPORTE RODOVIARIO DE MUDANCAS
2594;0;1;2;;;0119904;0133499;0139399;;;CULTIVO DE CEBOLA;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;CULTIVO DE OUTRAS PLANTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;;
2578;0;;;;;8299706;;;;;CASAS LOTERICAS;;;;
2574;0;1;2;;;4772500;4789001;9602501;;;CABELEIREIROS MANICURE E PEDICURE;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;;
2573;0;;;;;3102100;;;;;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE METAL;;;;
2575;0;1;2;3;4;4322301;4330404;4330405;4399103;4399199;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ALVENARIA;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
2998;0;1;2;;;1411801;1412602;4781400;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;;
1739;0;1;;;;1629301;4671100;;;;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA EXCETO MOVEIS;;;
1789;0;1;;;;4781400;5320202;;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;SERVICOS DE ENTREGA RAPIDA;;;
382;0;1;2;3;;1411801;4619200;4642701;4781400;;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;CONFECCAO DE ROUPAS INTIMAS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;
383;0;;;;;4789007;;;;;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;;;;
2999;0;1;2;3;4;1813001;3299003;3299004;4329101;8299799;FABRICACAO DE LETRAS LETREIROS E PLACAS DE QUALQUER MATERIAL EXCETO LUMINOSOS;FABRICACAO DE PAINEIS E LETREIROS LUMINOSOS;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;INSTALACAO DE PAINEIS PUBLICITARIOS;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE
3002;0;1;2;3;4;4751200;6201501;6204000;6209100;6613400;ADMINISTRACAO DE CARTOES DE CREDITO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
169;0;;;;;1091102;;;;;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;;;;
1855;0;1;2;3;4;4729699;4744099;4751200;4761003;4773300;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
1547;0;1;2;;;4744001;4771704;4789004;;;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;;
385;0;1;2;3;4;4713002;4755502;4763602;4781400;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
1857;0;1;2;3;4;3313901;3314701;3314702;3314704;4322301;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;MANUTENCAO E REPARACAO DE COMPRESSORES;MANUTENCAO E REPARACAO DE EQUIPAMENTOS HIDRAULICOS E PNEUMATICOS EXCETO VALVULAS;MANUTENCAO E REPARACAO DE GERADORES TRANSFORMADORES E MOTORES ELETRICOS;MANUTENCAO E REPARACAO DE MAQUINAS MOTRIZES NAOELETRICAS
387;0;1;;;;2229302;3319800;;;;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USOS INDUSTRIAIS;MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;;
388;0;1;2;3;;4642701;4642702;4781400;4789001;;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;
1859;0;1;2;3;;4712100;4723700;4755502;5611203;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;
2990;0;1;;;;4789099;8020001;;;;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;;
390;0;1;;;;8122200;8130300;;;;ATIVIDADES PAISAGISTICAS;IMUNIZACAO E CONTROLE DE PRAGAS URBANAS;;;
1623;0;;;;;4785701;;;;;COMERCIO VAREJISTA DE ANTIGUIDADES;;;;
391;0;1;2;;;4649410;4783102;4789001;;;COMERCIO ATACADISTA DE JOIAS RELOGIOS E BIJUTERIAS INCLUSIVE PEDRAS PRECIOSAS E SEMIPRECIOSAS LAPIDADAS;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;;
392;0;1;2;3;;4321500;4322301;4330405;4399103;;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ALVENARIA;
393;0;1;;;;5813100;9001902;;;;EDICAO DE REVISTAS;PRODUCAO MUSICAL;;;
1341;0;1;;;;1352900;9529105;;;;FABRICACAO DE ARTEFATOS DE TAPECARIA;REPARACAO DE ARTIGOS DO MOBILIARIO;;;
1634;0;;;;;9319101;;;;;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;;;;
2987;0;1;2;3;4;4639701;4649408;4679699;4751200;4781400;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;COMERCIO ATACADISTA DE PRODUTOS DE HIGIENE LIMPEZA E CONSERVACAO DOMICILIAR;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
1860;0;1;;;;4789099;8230001;;;;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;;;
1862;0;1;2;3;4;4755502;4755503;4781400;4782201;4782202;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS
1839;0;1;2;;;7410299;7490104;7490199;;;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS;OUTRAS ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;;
1866;0;1;2;;;4755502;4781400;4782201;;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;;
397;0;1;2;3;;3314707;4520002;4520005;9609299;;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;
